session_id,charger_id,city,connector_type,max_power_kw,location_type,start_time,end_time,energy_delivered_kwh,peak_power_kw,avg_power_kw,session_duration_min,soc_start,soc_end,month_year
51fedc63-0e2,EVC-JAM-0074,Jamnagar,CCS2,50,Residential,2023-05-11T17:17:00,2023-05-11T18:07:00,34.33,42.8,41.2,50,33,79,2023-05
01f17d71-661,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2023-05-11T09:09:00,2023-05-11T12:57:00,40.03,10.68,10.54,228,26,65,2023-05
b0ee4e2a-e60,EVC-RAJ-0021,Rajkot,Type2_AC,7.4,Public,2023-05-11T07:09:00,2023-05-11T10:10:00,15.39,5.43,5.1,181,49,100,2023-05
4e9a7531-9ba,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2023-05-11T12:31:00,2023-05-11T13:31:00,4.63,4.81,4.63,60,35,72,2023-05
ed1e6bca-683,EVC-ANA-0042,Anand,CCS2,3.3,Public,2023-05-11T17:40:00,2023-05-11T19:13:00,2.52,1.68,1.63,93,36,100,2023-05
7f377bb1-74e,EVC-RAJ-0069,Rajkot,CCS2,3.3,Residential,2023-05-11T15:25:00,2023-05-11T18:23:00,4.61,1.57,1.56,178,25,100,2023-05
26ffdab6-a23,EVC-AHM-0003,Ahmedabad,CCS2,22,Public,2023-05-11T19:56:00,2023-05-11T23:20:00,40.25,11.91,11.84,204,49,100,2023-05
ab25799e-db0,EVC-RAJ-0037,Rajkot,Type2_AC,22,Public,2023-05-11T07:35:00,2023-05-11T11:30:00,60.16,18.38,15.36,235,14,59,2023-05
74f511f3-5fc,EVC-SUR-0099,Surat,CHAdeMO,150,Public,2023-05-11T10:23:00,2023-05-11T14:00:00,306.69,93.15,84.8,217,17,61,2023-05
2ade5ca8-be2,EVC-ANA-0012,Anand,Type2_AC,50,Residential,2023-05-11T09:35:00,2023-05-11T12:25:00,87.93,35.23,31.04,170,22,44,2023-05
ce375033-a05,EVC-AHM-0073,Ahmedabad,CCS2,3.3,Residential,2023-05-11T21:08:00,2023-05-11T21:57:00,1.91,2.41,2.34,49,46,100,2023-05
f5792fa7-dff,EVC-BHA-0015,Bharuch,CCS2,3.3,Office,2023-05-11T13:39:00,2023-05-11T14:10:00,0.78,1.71,1.51,31,29,52,2023-05
62d69e9f-d3a,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2023-05-11T17:29:00,2023-05-11T18:58:00,117.04,80.87,78.91,89,5,81,2023-05
d13cb64f-401,EVC-JUN-0001,Junagadh,CCS2,22,Public,2023-05-11T10:49:00,2023-05-11T12:31:00,20.31,13.48,11.94,102,31,61,2023-05
4aa562d4-430,EVC-SUR-0005,Surat,CHAdeMO,120,Highway,2023-05-11T11:46:00,2023-05-11T15:02:00,293.98,102.23,89.99,196,11,56,2023-05
1e5c5413-4a0,EVC-BHA-0018,Bhavnagar,Bharat_DC,3.3,Office,2023-05-11T12:02:00,2023-05-11T12:55:00,1.4,1.84,1.59,53,37,70,2023-05
7865cbc7-505,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2023-05-11T11:45:00,2023-05-11T15:23:00,16.02,4.85,4.41,218,30,63,2023-05
6cb3d1cb-080,EVC-ANA-0092,Anand,CCS2,120,Office,2023-05-11T11:54:00,2023-05-11T13:37:00,188.51,117.7,109.81,103,14,91,2023-05
266b5c45-827,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2023-05-11T14:49:00,2023-05-11T17:21:00,74.0,29.99,29.21,152,17,45,2023-05
b5077b94-50c,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2023-05-11T13:25:00,2023-05-11T16:35:00,212.94,77.01,67.24,190,27,63,2023-05
55b0b007-f43,EVC-ANA-0092,Anand,CCS2,120,Office,2023-05-12T16:02:00,2023-05-12T16:28:00,21.79,60.26,50.28,26,19,44,2023-05
cc337529-357,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2023-05-12T16:22:00,2023-05-12T17:21:00,5.41,5.72,5.5,59,29,83,2023-05
eba2484e-9dd,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2023-05-12T14:25:00,2023-05-12T16:18:00,7.62,4.27,4.05,113,27,91,2023-05
84832497-3f4,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2023-05-12T12:13:00,2023-05-12T13:14:00,111.66,114.76,109.83,61,19,94,2023-05
a73e2b49-21a,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2023-05-12T06:05:00,2023-05-12T08:23:00,210.47,102.99,91.51,138,7,59,2023-05
772d638e-3d9,EVC-SUR-0054,Surat,Bharat_DC,60,Mall,2023-05-12T11:53:00,2023-05-12T12:53:00,52.32,54.43,52.32,60,8,77,2023-05
fb9ba566-07a,EVC-ANA-0063,Anand,Type2_AC,120,Highway,2023-05-12T11:33:00,2023-05-12T12:45:00,113.67,104.1,94.73,72,48,78,2023-05
f131922d-768,EVC-ANA-0004,Anand,Type2_AC,50,Office,2023-05-12T08:41:00,2023-05-12T11:33:00,68.68,28.4,23.96,172,42,94,2023-05
86c81058-9fd,EVC-SUR-0017,Surat,CHAdeMO,22,Mall,2023-05-12T23:52:00,2023-05-13T03:47:00,57.46,14.71,14.67,235,33,79,2023-05
148aba13-273,EVC-JAM-0041,Jamnagar,CHAdeMO,60,Office,2023-05-12T09:28:00,2023-05-12T12:29:00,116.38,46.15,38.58,181,30,73,2023-05
d32b3168-86c,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2023-05-12T10:17:00,2023-05-12T12:30:00,88.14,45.59,39.76,133,19,91,2023-05
81746f9e-2a8,EVC-SUR-0005,Surat,CHAdeMO,120,Highway,2023-05-12T12:44:00,2023-05-12T15:50:00,301.9,100.88,97.39,186,14,35,2023-05
1eac4bf1-4b6,EVC-AHM-0053,Ahmedabad,Type2_AC,150,Public,2023-05-12T08:24:00,2023-05-12T12:23:00,460.35,129.64,115.57,239,33,60,2023-05
1ac46bf1-8fc,EVC-SUR-0005,Surat,CHAdeMO,120,Highway,2023-05-12T20:21:00,2023-05-12T23:36:00,166.5,60.73,51.23,195,36,100,2023-05
309850bf-8e0,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2023-05-12T11:13:00,2023-05-12T13:20:00,115.46,54.72,54.55,127,6,49,2023-05
f4582269-8cd,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2023-05-12T08:58:00,2023-05-12T12:37:00,14.04,3.97,3.85,219,38,72,2023-05
e9b3ab4c-db8,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2023-05-12T06:40:00,2023-05-12T09:21:00,9.09,3.42,3.39,161,35,78,2023-05
1ff7cb49-e79,EVC-VAD-0059,Vadodara,Bharat_DC,7.4,Mall,2023-05-12T09:16:00,2023-05-12T12:27:00,20.19,6.45,6.34,191,37,90,2023-05
ccc4feeb-ef7,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2023-05-12T10:38:00,2023-05-12T12:14:00,49.62,35.6,31.01,96,18,40,2023-05
50ea7281-351,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2023-05-12T13:59:00,2023-05-12T17:38:00,69.91,20.74,19.15,219,47,82,2023-05
f87eb7ae-8c2,EVC-SUR-0068,Surat,CHAdeMO,60,Mall,2023-05-12T08:42:00,2023-05-12T09:29:00,20.1,26.05,25.65,47,50,87,2023-05
a51c0208-e62,EVC-BHA-0091,Bharuch,CHAdeMO,60,Residential,2023-05-12T08:37:00,2023-05-12T10:00:00,34.97,29.71,25.28,83,37,82,2023-05
aae1c058-f93,EVC-GAN-0071,Gandhinagar,Bharat_DC,22,Mall,2023-05-13T12:11:00,2023-05-13T12:31:00,4.39,13.76,13.17,20,6,43,2023-05
9b1f069f-9f8,EVC-BHA-0016,Bhavnagar,CCS2,120,Office,2023-05-13T15:46:00,2023-05-13T18:41:00,170.17,59.54,58.34,175,6,60,2023-05
fad94004-792,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2023-05-13T12:12:00,2023-05-13T15:19:00,7.4,2.62,2.37,187,13,47,2023-05
d585249c-93b,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2023-05-13T18:31:00,2023-05-13T22:17:00,5.65,1.73,1.5,226,29,100,2023-05
c56b4837-0bf,EVC-RAJ-0009,Rajkot,Type2_AC,3.3,Highway,2023-05-13T08:07:00,2023-05-13T10:13:00,5.94,3.1,2.83,126,49,91,2023-05
cee069af-dcd,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2023-05-13T15:16:00,2023-05-13T18:30:00,17.5,6.29,5.41,194,38,60,2023-05
a98485de-f9a,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2023-05-13T14:19:00,2023-05-13T18:16:00,8.63,2.49,2.18,237,39,73,2023-05
586b7f72-dbd,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2023-05-13T12:43:00,2023-05-13T14:54:00,112.63,58.23,51.58,131,15,93,2023-05
861c33ca-b8d,EVC-AHM-0002,Ahmedabad,CHAdeMO,60,Mall,2023-05-13T10:09:00,2023-05-13T10:49:00,33.67,57.43,50.5,40,36,100,2023-05
d291a266-808,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2023-05-14T12:34:00,2023-05-14T13:21:00,3.27,5.0,4.18,47,49,91,2023-05
6bd2d534-c2d,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2023-05-14T14:28:00,2023-05-14T16:36:00,2.85,1.36,1.34,128,38,76,2023-05
9475cad2-f31,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2023-05-14T12:12:00,2023-05-14T14:39:00,11.45,4.94,4.67,147,20,69,2023-05
a3536759-112,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2023-05-14T23:14:00,2023-05-15T02:06:00,5.15,2.12,1.8,172,6,34,2023-05
f1b652ad-6bd,EVC-VAD-0056,Vadodara,Bharat_DC,120,Office,2023-05-14T02:08:00,2023-05-14T02:57:00,46.43,64.82,56.86,49,47,78,2023-05
c0a7679e-e6f,EVC-BHA-0019,Bharuch,CCS2,7.4,Public,2023-05-14T21:24:00,2023-05-15T00:52:00,15.55,4.5,4.48,208,30,75,2023-05
2de24af7-e95,EVC-SUR-0066,Surat,CHAdeMO,3.3,Highway,2023-05-14T21:32:00,2023-05-15T00:40:00,7.24,2.63,2.31,188,10,48,2023-05
dd8b6d05-8b5,EVC-BHA-0057,Bhavnagar,CCS2,22,Office,2023-05-14T14:19:00,2023-05-14T16:09:00,26.3,16.18,14.35,110,28,82,2023-05
28f29153-2be,EVC-AHM-0097,Ahmedabad,CCS2,3.3,Mall,2023-05-14T21:17:00,2023-05-14T22:10:00,2.41,3.06,2.73,53,36,59,2023-05
532c67d4-ebf,EVC-BHA-0057,Bhavnagar,CCS2,22,Office,2023-05-14T07:22:00,2023-05-14T08:02:00,8.14,12.35,12.2,40,17,97,2023-05
9a86d380-9df,EVC-ANA-0092,Anand,CCS2,120,Office,2023-05-14T14:58:00,2023-05-14T17:09:00,226.63,120.07,103.8,131,5,56,2023-05
513e9ebb-d0f,EVC-RAJ-0025,Rajkot,Type2_AC,22,Public,2023-05-14T12:50:00,2023-05-14T15:24:00,34.48,14.21,13.43,154,15,64,2023-05
edacb2c8-ed5,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2023-05-14T10:36:00,2023-05-14T11:20:00,53.62,86.1,73.11,44,45,100,2023-05
c6426fc4-332,EVC-AHM-0084,Ahmedabad,Bharat_DC,22,Residential,2023-05-14T10:56:00,2023-05-14T13:55:00,27.64,9.7,9.26,179,18,71,2023-05
e45878dd-0f7,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2023-05-14T02:48:00,2023-05-14T05:01:00,76.52,39.79,34.52,133,45,100,2023-05
c9eddc24-9c4,EVC-SUR-0054,Surat,Bharat_DC,60,Mall,2023-05-14T20:47:00,2023-05-14T21:55:00,27.48,25.28,24.25,68,7,29,2023-05
f1d1713c-236,EVC-SUR-0061,Surat,Bharat_DC,60,Highway,2023-05-14T18:42:00,2023-05-14T18:52:00,8.54,53.39,51.25,10,48,93,2023-05
517a2453-d03,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2023-05-14T09:37:00,2023-05-14T09:47:00,11.46,71.28,68.77,10,44,100,2023-05
ca85b43a-6e8,EVC-RAJ-0072,Rajkot,CHAdeMO,7.4,Public,2023-05-14T18:22:00,2023-05-14T19:07:00,4.08,6.42,5.45,45,32,100,2023-05
9e140f97-5b5,EVC-GAN-0071,Gandhinagar,Bharat_DC,22,Mall,2023-05-14T19:33:00,2023-05-14T20:02:00,6.68,14.4,13.82,29,15,76,2023-05
f19d513b-995,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2023-05-14T04:15:00,2023-05-14T06:05:00,134.34,85.34,73.28,110,5,42,2023-05
88196618-939,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2023-05-14T14:07:00,2023-05-14T16:07:00,202.58,115.66,101.29,120,14,48,2023-05
cb15a8dd-34f,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2023-05-14T18:27:00,2023-05-14T18:48:00,35.06,119.32,100.17,21,20,97,2023-05
7aef4cc3-f8a,EVC-JAM-0077,Jamnagar,CCS2,7.4,Highway,2023-05-14T14:58:00,2023-05-14T15:21:00,1.37,3.72,3.56,23,24,54,2023-05
bb8883bf-6ac,EVC-RAJ-0021,Rajkot,Type2_AC,7.4,Public,2023-05-14T22:24:00,2023-05-15T02:11:00,21.6,5.78,5.71,227,35,100,2023-05
fe5714eb-588,EVC-AHM-0065,Ahmedabad,Bharat_DC,7.4,Public,2023-05-14T15:12:00,2023-05-14T18:59:00,15.83,4.3,4.18,227,48,100,2023-05
fa783c28-627,EVC-RAJ-0025,Rajkot,Type2_AC,22,Public,2023-05-14T21:09:00,2023-05-15T00:36:00,50.84,16.39,14.74,207,24,98,2023-05
ac65acb0-8ac,EVC-MEH-0082,Mehsana,CHAdeMO,60,Office,2023-05-14T08:02:00,2023-05-14T11:52:00,131.53,37.35,34.31,230,10,32,2023-05
0c86bdb1-693,EVC-SUR-0048,Surat,Type2_AC,150,Public,2023-05-14T08:36:00,2023-05-14T11:38:00,308.51,108.65,101.71,182,30,57,2023-05
8dd89440-2c0,EVC-SUR-0093,Surat,CHAdeMO,60,Highway,2023-05-15T18:45:00,2023-05-15T19:52:00,50.06,53.54,44.83,67,22,74,2023-05
0f647322-5a3,EVC-MEH-0051,Mehsana,Type2_AC,22,Public,2023-05-15T10:02:00,2023-05-15T11:44:00,32.0,20.35,18.82,102,17,96,2023-05
fb39794b-819,EVC-SUR-0093,Surat,CHAdeMO,60,Highway,2023-05-15T21:24:00,2023-05-15T21:41:00,12.31,49.81,43.45,17,16,64,2023-05
fcf6bfc1-a7d,EVC-VAD-0059,Vadodara,Bharat_DC,7.4,Mall,2023-05-15T11:42:00,2023-05-15T11:52:00,0.68,4.39,4.09,10,40,75,2023-05
fcf75b2a-340,EVC-ANA-0092,Anand,CCS2,120,Office,2023-05-15T10:27:00,2023-05-15T13:03:00,246.07,109.76,94.64,156,38,90,2023-05
b15ded30-ae1,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2023-05-15T14:36:00,2023-05-15T17:13:00,272.96,123.07,104.31,157,14,89,2023-05
ec61b722-e09,EVC-SUR-0068,Surat,CHAdeMO,60,Mall,2023-05-15T12:42:00,2023-05-15T14:54:00,95.11,48.55,43.23,132,39,84,2023-05
77978e9d-6d2,EVC-JAM-0080,Jamnagar,CHAdeMO,120,Residential,2023-05-15T11:13:00,2023-05-15T11:57:00,48.56,76.35,66.22,44,42,100,2023-05
9ea33c31-b2d,EVC-GAN-0046,Gandhinagar,Bharat_DC,50,Highway,2023-05-15T09:50:00,2023-05-15T10:12:00,15.1,42.59,41.17,22,35,100,2023-05
b44bc7c6-54d,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2023-05-15T12:01:00,2023-05-15T13:39:00,157.65,104.81,96.52,98,6,66,2023-05
2a6013b0-968,EVC-GAN-0033,Gandhinagar,Type2_AC,7.4,Highway,2023-05-15T11:39:00,2023-05-15T15:13:00,14.7,4.84,4.12,214,31,68,2023-05
214f9b93-70b,EVC-GAN-0047,Gandhinagar,Bharat_DC,120,Mall,2023-05-15T21:44:00,2023-05-16T00:58:00,189.1,69.45,58.48,194,31,100,2023-05
5dd0748e-7ff,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2023-05-15T13:21:00,2023-05-15T16:42:00,7.4,2.58,2.21,201,32,54,2023-05
3e0bea3b-bbe,EVC-AHM-0065,Ahmedabad,Bharat_DC,7.4,Public,2023-05-15T14:11:00,2023-05-15T15:39:00,4.93,4.02,3.36,88,30,56,2023-05
fb6f99df-0ab,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2023-05-15T22:59:00,2023-05-16T02:03:00,42.85,15.27,13.97,184,11,53,2023-05
c56960b8-30b,EVC-BHA-0014,Bhavnagar,CHAdeMO,120,Office,2023-05-16T20:36:00,2023-05-17T00:28:00,378.07,107.68,97.78,232,25,57,2023-05
d021e311-424,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2023-05-16T08:33:00,2023-05-16T10:55:00,77.99,37.43,32.95,142,41,69,2023-05
bbb11966-6ed,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2023-05-16T14:01:00,2023-05-16T14:24:00,1.28,3.66,3.33,23,37,100,2023-05
e0946ac8-947,EVC-SUR-0054,Surat,Bharat_DC,60,Mall,2023-05-16T20:31:00,2023-05-16T23:13:00,88.92,33.03,32.93,162,27,87,2023-05
32c87124-000,EVC-JAM-0043,Jamnagar,Type2_AC,60,Office,2023-05-16T09:30:00,2023-05-16T13:27:00,99.41,29.54,25.17,237,14,67,2023-05
2fcc7d6a-287,EVC-RAJ-0069,Rajkot,CCS2,3.3,Residential,2023-05-16T22:43:00,2023-05-16T23:10:00,0.98,2.25,2.17,27,8,60,2023-05
1c3f81a4-5ba,EVC-SUR-0099,Surat,CHAdeMO,150,Public,2023-05-16T15:24:00,2023-05-16T19:24:00,545.59,161.19,136.4,240,48,100,2023-05
8c4b42fd-ab4,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2023-05-16T09:08:00,2023-05-16T12:44:00,301.9,85.65,83.86,216,32,73,2023-05
097ab405-132,EVC-AHM-0039,Ahmedabad,Type2_AC,3.3,Public,2023-05-16T05:31:00,2023-05-16T06:35:00,1.7,1.7,1.6,64,26,46,2023-05
9233b56c-0a5,EVC-JUN-0001,Junagadh,CCS2,22,Public,2023-05-16T05:52:00,2023-05-16T07:50:00,33.57,18.87,17.07,118,48,85,2023-05
aae4a1f4-e65,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2023-05-16T11:07:00,2023-05-16T13:51:00,119.35,47.42,43.66,164,21,72,2023-05
39231b73-b9f,EVC-RAJ-0089,Rajkot,Bharat_DC,22,Residential,2023-05-16T07:01:00,2023-05-16T07:44:00,11.2,18.0,15.63,43,33,53,2023-05
428c94c7-c82,EVC-BHA-0091,Bharuch,CHAdeMO,60,Residential,2023-05-16T15:17:00,2023-05-16T18:06:00,99.62,39.01,35.37,169,39,100,2023-05
307aa99d-649,EVC-GAN-0096,Gandhinagar,CHAdeMO,120,Public,2023-05-16T19:23:00,2023-05-16T22:00:00,195.99,76.85,74.9,157,28,100,2023-05
f9c3ee16-f04,EVC-AHM-0084,Ahmedabad,Bharat_DC,22,Residential,2023-05-16T10:19:00,2023-05-16T14:07:00,48.86,14.82,12.86,228,10,79,2023-05
a7eeaf52-0c5,EVC-JAM-0077,Jamnagar,CCS2,7.4,Highway,2023-05-16T10:59:00,2023-05-16T14:16:00,10.09,3.41,3.07,197,17,76,2023-05
3117afef-2ff,EVC-GAN-0046,Gandhinagar,Bharat_DC,50,Highway,2023-05-16T05:28:00,2023-05-16T07:50:00,66.39,28.7,28.05,142,25,54,2023-05
c37bbc06-4df,EVC-JAM-0055,Jamnagar,Bharat_DC,22,Highway,2023-05-16T21:46:00,2023-05-17T01:10:00,53.47,16.93,15.73,204,18,52,2023-05
282350e5-a58,EVC-SUR-0005,Surat,CHAdeMO,120,Highway,2023-05-16T11:23:00,2023-05-16T12:14:00,58.08,69.19,68.33,51,34,100,2023-05
fea19ab2-c29,EVC-RAJ-0044,Rajkot,Bharat_DC,60,Residential,2023-05-16T17:20:00,2023-05-16T17:36:00,6.69,26.47,25.08,16,44,74,2023-05
7502f790-efc,EVC-JUN-0001,Junagadh,CCS2,22,Public,2023-05-16T10:34:00,2023-05-16T14:06:00,57.28,18.77,16.21,212,11,56,2023-05
6d2dd8fb-cb5,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2023-05-17T09:43:00,2023-05-17T12:55:00,436.06,160.73,136.27,192,40,81,2023-05
ef50018e-6bf,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2023-05-17T11:29:00,2023-05-17T15:07:00,8.39,2.66,2.31,218,17,46,2023-05
00ecd45c-f53,EVC-VAD-0090,Vadodara,CHAdeMO,150,Highway,2023-05-17T10:56:00,2023-05-17T14:56:00,369.38,108.66,92.35,240,35,75,2023-05
40834317-4ec,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2023-05-17T18:51:00,2023-05-17T19:40:00,26.34,36.68,32.26,49,22,47,2023-05
c878a20e-ccf,EVC-SUR-0028,Surat,CCS2,7.4,Mall,2023-05-17T07:31:00,2023-05-17T08:26:00,4.57,5.12,4.99,55,10,54,2023-05
d69851b1-751,EVC-AHM-0084,Ahmedabad,Bharat_DC,22,Residential,2023-05-17T07:42:00,2023-05-17T10:21:00,28.79,11.7,10.87,159,22,72,2023-05
36bb7019-5ec,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2023-05-17T19:45:00,2023-05-17T20:35:00,49.93,69.91,59.92,50,8,75,2023-05
8514a8c0-d1e,EVC-JAM-0041,Jamnagar,CHAdeMO,60,Office,2023-05-17T16:00:00,2023-05-17T19:23:00,115.03,36.49,34.0,203,48,100,2023-05
9b29209c-984,EVC-RAJ-0044,Rajkot,Bharat_DC,60,Residential,2023-05-17T15:56:00,2023-05-17T19:02:00,86.95,29.53,28.05,186,32,57,2023-05
a57e9ec3-11a,EVC-BHA-0016,Bhavnagar,CCS2,120,Office,2023-05-17T11:38:00,2023-05-17T13:54:00,228.67,120.53,100.88,136,30,87,2023-05
0ab58e0e-f75,EVC-GAN-0086,Gandhinagar,Type2_AC,150,Residential,2023-05-17T11:06:00,2023-05-17T13:38:00,245.2,101.89,96.79,152,10,53,2023-05
5aa32e03-e7b,EVC-ANA-0092,Anand,CCS2,120,Office,2023-05-17T07:13:00,2023-05-17T09:38:00,156.63,72.67,64.81,145,38,60,2023-05
691a8676-311,EVC-BHA-0010,Bhavnagar,Bharat_DC,60,Mall,2023-05-17T10:35:00,2023-05-17T11:50:00,49.27,45.68,39.41,75,37,95,2023-05
cf6edf3b-abb,EVC-SUR-0060,Surat,Bharat_DC,7.4,Office,2023-05-17T06:54:00,2023-05-17T07:29:00,3.47,6.17,5.95,35,17,79,2023-05
d2d0634a-453,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2023-05-17T09:28:00,2023-05-17T11:39:00,228.29,112.99,104.56,131,35,82,2023-05
5f781c06-104,EVC-SUR-0028,Surat,CCS2,7.4,Mall,2023-05-17T10:47:00,2023-05-17T12:37:00,7.4,4.55,4.04,110,24,96,2023-05
cfdafbfa-167,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2023-05-17T12:28:00,2023-05-17T12:54:00,47.69,111.94,110.06,26,42,70,2023-05
7d4e0395-86d,EVC-BHA-0007,Bhavnagar,Bharat_DC,50,Office,2023-05-18T07:18:00,2023-05-18T07:48:00,14.37,28.82,28.74,30,50,100,2023-05
ab7b333f-648,EVC-VAD-0090,Vadodara,CHAdeMO,150,Highway,2023-05-18T11:32:00,2023-05-18T12:10:00,76.98,122.09,121.55,38,46,100,2023-05
84762453-de9,EVC-BHA-0031,Bharuch,CCS2,3.3,Highway,2023-05-18T13:30:00,2023-05-18T16:43:00,6.07,2.14,1.89,193,35,84,2023-05
5b6d8e62-033,EVC-SUR-0054,Surat,Bharat_DC,60,Mall,2023-05-18T23:59:00,2023-05-19T01:31:00,42.75,29.63,27.88,92,32,100,2023-05
1d16a3e4-790,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2023-05-18T18:38:00,2023-05-18T22:01:00,451.58,143.81,133.47,203,20,60,2023-05
3e455930-f7c,EVC-VAD-0059,Vadodara,Bharat_DC,7.4,Mall,2023-05-18T16:11:00,2023-05-18T20:06:00,18.44,5.28,4.71,235,35,100,2023-05
99f29fb1-f81,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2023-05-18T04:53:00,2023-05-18T08:25:00,4.89,1.6,1.38,212,14,35,2023-05
24a80068-3fd,EVC-RAJ-0064,Rajkot,CHAdeMO,120,Office,2023-05-18T11:42:00,2023-05-18T12:59:00,116.88,106.24,91.08,77,29,98,2023-05
5db4a09b-f66,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2023-05-18T09:09:00,2023-05-18T10:52:00,22.61,13.54,13.17,103,16,66,2023-05
5624ac91-159,EVC-VAD-0059,Vadodara,Bharat_DC,7.4,Mall,2023-05-18T19:27:00,2023-05-18T22:43:00,18.73,5.98,5.73,196,21,42,2023-05
e00b69e8-3c1,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2023-05-18T17:21:00,2023-05-18T18:23:00,41.05,44.42,39.73,62,18,95,2023-05
3c520860-73a,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2023-05-18T09:26:00,2023-05-18T13:03:00,21.01,6.25,5.81,217,31,53,2023-05
7f3fc226-279,EVC-BHA-0015,Bharuch,CCS2,3.3,Office,2023-05-18T12:35:00,2023-05-18T12:56:00,0.56,1.8,1.59,21,33,71,2023-05
c9334521-ed9,EVC-VAD-0090,Vadodara,CHAdeMO,150,Highway,2023-05-18T20:55:00,2023-05-18T21:47:00,101.93,136.56,117.61,52,11,57,2023-05
b730f1ee-798,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2023-05-18T20:42:00,2023-05-19T00:03:00,259.77,78.89,77.54,201,37,100,2023-05
4dffa671-354,EVC-MEH-0070,Mehsana,Type2_AC,22,Residential,2023-05-18T01:21:00,2023-05-18T02:10:00,8.88,12.09,10.87,49,49,100,2023-05
5d097578-c92,EVC-BHA-0038,Bharuch,CCS2,7.4,Office,2023-05-18T23:21:00,2023-05-19T00:35:00,8.17,7.71,6.62,74,20,87,2023-05
d267cfc2-c4b,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2023-05-18T12:55:00,2023-05-18T15:11:00,13.73,6.07,6.06,136,43,100,2023-05
91a5b876-cd9,EVC-RAJ-0072,Rajkot,CHAdeMO,7.4,Public,2023-05-18T09:39:00,2023-05-18T10:06:00,2.47,5.93,5.5,27,30,65,2023-05
dd72c462-a1e,EVC-RAJ-0025,Rajkot,Type2_AC,22,Public,2023-05-18T16:56:00,2023-05-18T18:33:00,24.84,17.53,15.36,97,45,97,2023-05
49d4429d-33b,EVC-JUN-0001,Junagadh,CCS2,22,Public,2023-05-18T11:43:00,2023-05-18T14:08:00,35.1,16.45,14.53,145,28,100,2023-05
1daa8ffe-cd4,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2023-05-19T14:05:00,2023-05-19T14:50:00,4.71,6.76,6.27,45,18,86,2023-05
08f3b455-b22,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2023-05-19T06:10:00,2023-05-19T09:26:00,146.01,46.06,44.7,196,40,66,2023-05
